work_order_number,sales_order_number,sales_order_line,work_unit_name,work_unit_description,unit_type,work_unit_qty,item_rate,total_rate
WO-35000527,SO-900527,SOL-1502358,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000528,SO-900528,SOL-1502359,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000528,SO-900528,SOL-1502360,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000528,SO-900528,SOL-1502361,ACA02A-ESE22,Buried cable design footage,Foot,1282,0.27,346.14
WO-35000529,SO-900529,SOL-1502362,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000529,SO-900529,SOL-1502363,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000529,SO-900529,SOL-1502364,ACA00A-ESE22,Aerial cable design footage,Foot,510,0.36,183.6
WO-35000529,SO-900529,SOL-1502365,ACA02A-ESE22,Buried cable design footage,Foot,888,0.27,239.76
WO-35000530,SO-900530,SOL-1502366,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000530,SO-990530,SOL-1502367,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000530,SO-990530,SOL-1502368,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000530,SO-990530,SOL-1502369,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000531,SO-900531,SOL-1502370,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000531,SO-900531,SOL-1502371,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000531,SO-900531,SOL-1502372,ACA02A-ESE22,Buried cable design footage,Foot,232,0.27,62.64
WO-35000532,SO-900532,SOL-1502373,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000532,SO-990532,SOL-1502374,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000532,SO-990532,SOL-1502375,ACA00A-ESE22,Aerial cable design footage,Foot,391,0.36,140.76
WO-35000532,SO-990532,SOL-1502376,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000532,SO-990532,SOL-1502377,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000533,SO-900533,SOL-1502378,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000533,SO-900533,SOL-1502379,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000534,SO-900534,SOL-1502380,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000534,SO-900534,SOL-1502381,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000534,SO-900534,SOL-1502382,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000535,SO-900535,SOL-1502383,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000535,SO-900535,SOL-1502384,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000535,SO-900535,SOL-1502385,ACA00A-ESE22,Aerial cable design footage,Foot,576,0.36,207.36
WO-35000535,SO-900535,SOL-1502386,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000536,SO-900536,SOL-1502387,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000536,SO-900536,SOL-1502388,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000536,SO-900536,SOL-1502389,ACA00A-ESE22,Aerial cable design footage,Foot,916,0.36,329.76
WO-35000536,SO-900536,SOL-1502390,ACA02A-ESE22,Buried cable design footage,Foot,522,0.27,140.94
WO-35000536,SO-900536,SOL-1502391,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000536,SO-900536,SOL-1502392,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000537,SO-900537,SOL-1502393,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000537,SO-900537,SOL-1502394,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000537,SO-900537,SOL-1502395,ACA00A-ESE22,Aerial cable design footage,Foot,628,0.36,226.08
WO-35000537,SO-900537,SOL-1502396,ACA02A-ESE22,Buried cable design footage,Foot,1240,0.27,334.8
WO-35000537,SO-900537,SOL-1502397,POL00A-ESE22,Pole loading analysis,Pole,2,22.5,45.0
WO-35000538,SO-900538,SOL-1502398,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000538,SO-900538,SOL-1502399,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000538,SO-900538,SOL-1502400,ACA00A-ESE22,Aerial cable design footage,Foot,1025,0.36,369.0
WO-35000538,SO-900538,SOL-1502401,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000538,SO-900538,SOL-1502402,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000539,SO-900539,SOL-1502403,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000539,SO-990539,SOL-1502404,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000539,SO-990539,SOL-1502405,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000540,SO-900540,SOL-1502406,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000540,SO-990540,SOL-1502407,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000540,SO-990540,SOL-1502408,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000541,SO-900541,SOL-1502409,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000541,SO-900541,SOL-1502410,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000541,SO-900541,SOL-1502411,ACA00A-ESE22,Aerial cable design footage,Foot,1554,0.36,559.44
WO-35000541,SO-900541,SOL-1502412,ACA02A-ESE22,Buried cable design footage,Foot,1195,0.27,322.65
WO-35000541,SO-900541,SOL-1502413,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000541,SO-900541,SOL-1502414,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000542,SO-900542,SOL-1502415,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000542,SO-900542,SOL-1502416,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000542,SO-900542,SOL-1502417,ACA00A-ESE22,Aerial cable design footage,Foot,1282,0.36,461.52
WO-35000542,SO-900542,SOL-1502418,ACA02A-ESE22,Buried cable design footage,Foot,456,0.27,123.12
WO-35000542,SO-900542,SOL-1502419,POL00A-ESE22,Pole loading analysis,Pole,14,22.5,315.0
WO-35000542,SO-900542,SOL-1502420,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000543,SO-900543,SOL-1502421,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000543,SO-900543,SOL-1502422,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000543,SO-900543,SOL-1502423,ACA00A-ESE22,Aerial cable design footage,Foot,1128,0.36,406.08
WO-35000543,SO-900543,SOL-1502424,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000544,SO-900544,SOL-1502425,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000544,SO-900544,SOL-1502426,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000544,SO-900544,SOL-1502427,ACA00A-ESE22,Aerial cable design footage,Foot,916,0.36,329.76
WO-35000544,SO-900544,SOL-1502428,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000544,SO-900544,SOL-1502429,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000545,SO-900545,SOL-1502430,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000545,SO-900545,SOL-1502431,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000545,SO-900545,SOL-1502432,ACA02A-ESE22,Buried cable design footage,Foot,903,0.27,243.81
WO-35000546,SO-900546,SOL-1502433,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000546,SO-900546,SOL-1502434,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000546,SO-900546,SOL-1502435,ACA00A-ESE22,Aerial cable design footage,Foot,640,0.36,230.4
WO-35000546,SO-900546,SOL-1502436,ACA02A-ESE22,Buried cable design footage,Foot,562,0.27,151.74
WO-35000546,SO-900546,SOL-1502437,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000547,SO-900547,SOL-1502438,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000547,SO-900547,SOL-1502439,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000547,SO-900547,SOL-1502440,ACA00A-ESE22,Aerial cable design footage,Foot,831,0.36,299.16
WO-35000547,SO-900547,SOL-1502441,ACA02A-ESE22,Buried cable design footage,Foot,1388,0.27,374.76
WO-35000547,SO-900547,SOL-1502442,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000548,SO-900548,SOL-1502443,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000548,SO-990548,SOL-1502444,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000548,SO-990548,SOL-1502445,ACA00A-ESE22,Aerial cable design footage,Foot,1393,0.36,501.48
WO-35000548,SO-990548,SOL-1502446,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000549,SO-900549,SOL-1502447,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000549,SO-990549,SOL-1502448,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000549,SO-990549,SOL-1502449,ACA02A-ESE22,Buried cable design footage,Foot,209,0.27,56.43
WO-35000550,SO-900550,SOL-1502450,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000550,SO-900550,SOL-1502451,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000550,SO-900550,SOL-1502452,ACA00A-ESE22,Aerial cable design footage,Foot,779,0.36,280.44
WO-35000550,SO-900550,SOL-1502453,ACA02A-ESE22,Buried cable design footage,Foot,169,0.27,45.63
WO-35000550,SO-900550,SOL-1502454,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000550,SO-900550,SOL-1502455,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000551,SO-900551,SOL-1502456,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000551,SO-900551,SOL-1502457,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000551,SO-900551,SOL-1502458,ACA00A-ESE22,Aerial cable design footage,Foot,723,0.36,260.28
WO-35000551,SO-900551,SOL-1502459,ACA02A-ESE22,Buried cable design footage,Foot,534,0.27,144.18
WO-35000551,SO-900551,SOL-1502460,POL00A-ESE22,Pole loading analysis,Pole,11,22.5,247.5
WO-35000552,SO-900552,SOL-1502461,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000552,SO-900552,SOL-1502462,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000552,SO-900552,SOL-1502463,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000553,SO-900553,SOL-1502464,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000553,SO-900553,SOL-1502465,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000553,SO-900553,SOL-1502466,ACA02A-ESE22,Buried cable design footage,Foot,398,0.27,107.46
WO-35000553,SO-900553,SOL-1502467,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000554,SO-900554,SOL-1502468,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000554,SO-900554,SOL-1502469,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000554,SO-900554,SOL-1502470,ACA00A-ESE22,Aerial cable design footage,Foot,1318,0.36,474.48
WO-35000554,SO-900554,SOL-1502471,ACA02A-ESE22,Buried cable design footage,Foot,946,0.27,255.42
WO-35000554,SO-900554,SOL-1502472,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000554,SO-900554,SOL-1502473,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000555,SO-900555,SOL-1502474,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000555,SO-900555,SOL-1502475,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000555,SO-900555,SOL-1502476,ACA00A-ESE22,Aerial cable design footage,Foot,373,0.36,134.28
WO-35000555,SO-900555,SOL-1502477,POL00A-ESE22,Pole loading analysis,Pole,1,22.5,22.5
WO-35000555,SO-900555,SOL-1502478,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000556,SO-900556,SOL-1502479,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000556,SO-900556,SOL-1502480,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000556,SO-900556,SOL-1502481,ACA00A-ESE22,Aerial cable design footage,Foot,1512,0.36,544.32
WO-35000556,SO-900556,SOL-1502482,ACA02A-ESE22,Buried cable design footage,Foot,1094,0.27,295.38
WO-35000556,SO-900556,SOL-1502483,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000557,SO-900557,SOL-1502484,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000557,SO-900557,SOL-1502485,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000557,SO-900557,SOL-1502486,ACA00A-ESE22,Aerial cable design footage,Foot,1418,0.36,510.48
WO-35000557,SO-900557,SOL-1502487,ACA02A-ESE22,Buried cable design footage,Foot,624,0.27,168.48
WO-35000557,SO-900557,SOL-1502488,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000558,SO-900558,SOL-1502489,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000558,SO-900558,SOL-1502490,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000558,SO-900558,SOL-1502491,ACA02A-ESE22,Buried cable design footage,Foot,842,0.27,227.34
WO-35000558,SO-900558,SOL-1502492,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000559,SO-900559,SOL-1502493,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000559,SO-900559,SOL-1502494,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000559,SO-900559,SOL-1502495,ACA02A-ESE22,Buried cable design footage,Foot,340,0.27,91.8
WO-35000559,SO-900559,SOL-1502496,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000560,SO-900560,SOL-1502497,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000560,SO-900560,SOL-1502498,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000560,SO-900560,SOL-1502499,ACA00A-ESE22,Aerial cable design footage,Foot,1156,0.36,416.16
WO-35000560,SO-900560,SOL-1502500,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000560,SO-900560,SOL-1502501,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000560,SO-900560,SOL-1502502,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000561,SO-900561,SOL-1502503,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000561,SO-900561,SOL-1502504,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000561,SO-900561,SOL-1502505,ACA00A-ESE22,Aerial cable design footage,Foot,1373,0.36,494.28
WO-35000561,SO-900561,SOL-1502506,ACA02A-ESE22,Buried cable design footage,Foot,413,0.27,111.51
WO-35000561,SO-900561,SOL-1502507,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000561,SO-900561,SOL-1502508,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000561,SO-900561,SOL-1502509,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000562,SO-900562,SOL-1502510,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000562,SO-900562,SOL-1502511,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000562,SO-900562,SOL-1502512,ACA02A-ESE22,Buried cable design footage,Foot,1342,0.27,362.34
WO-35000562,SO-900562,SOL-1502513,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000563,SO-900563,SOL-1502514,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000563,SO-900563,SOL-1502515,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000563,SO-900563,SOL-1502516,ACA00A-ESE22,Aerial cable design footage,Foot,1545,0.36,556.2
WO-35000563,SO-900563,SOL-1502517,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000564,SO-900564,SOL-1502518,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000564,SO-900564,SOL-1502519,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000564,SO-900564,SOL-1502520,ACA02A-ESE22,Buried cable design footage,Foot,1275,0.27,344.25
WO-35000565,SO-900565,SOL-1502521,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000565,SO-900565,SOL-1502522,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000565,SO-900565,SOL-1502523,ACA02A-ESE22,Buried cable design footage,Foot,1292,0.27,348.84
WO-35000566,SO-900566,SOL-1502524,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000566,SO-900566,SOL-1502525,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000566,SO-900566,SOL-1502526,ACA00A-ESE22,Aerial cable design footage,Foot,1586,0.36,570.96
WO-35000566,SO-900566,SOL-1502527,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000566,SO-900566,SOL-1502528,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000567,SO-900567,SOL-1502529,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000567,SO-900567,SOL-1502530,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000567,SO-900567,SOL-1502531,ACA00A-ESE22,Aerial cable design footage,Foot,280,0.36,100.8
WO-35000567,SO-900567,SOL-1502532,ACA02A-ESE22,Buried cable design footage,Foot,667,0.27,180.09
WO-35000568,SO-900568,SOL-1502533,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000568,SO-900568,SOL-1502534,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000568,SO-900568,SOL-1502535,ACA00A-ESE22,Aerial cable design footage,Foot,449,0.36,161.64
WO-35000568,SO-900568,SOL-1502536,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000569,SO-900569,SOL-1502537,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000569,SO-900569,SOL-1502538,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000569,SO-900569,SOL-1502539,ACA02A-ESE22,Buried cable design footage,Foot,602,0.27,162.54
WO-35000569,SO-900569,SOL-1502540,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000570,SO-900570,SOL-1502541,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000570,SO-900570,SOL-1502542,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000570,SO-900570,SOL-1502543,ACA00A-ESE22,Aerial cable design footage,Foot,1315,0.36,473.4
WO-35000570,SO-900570,SOL-1502544,ACA02A-ESE22,Buried cable design footage,Foot,761,0.27,205.47
WO-35000570,SO-900570,SOL-1502545,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000570,SO-900570,SOL-1502546,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000571,SO-900571,SOL-1502547,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000571,SO-900571,SOL-1502548,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000571,SO-900571,SOL-1502549,ACA02A-ESE22,Buried cable design footage,Foot,727,0.27,196.29
WO-35000572,SO-900572,SOL-1502550,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000572,SO-900572,SOL-1502551,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000572,SO-900572,SOL-1502552,ACA02A-ESE22,Buried cable design footage,Foot,612,0.27,165.24
WO-35000573,SO-900573,SOL-1502553,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000573,SO-900573,SOL-1502554,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000573,SO-900573,SOL-1502555,ACA00A-ESE22,Aerial cable design footage,Foot,242,0.36,87.12
WO-35000573,SO-900573,SOL-1502556,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000574,SO-900574,SOL-1502557,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000574,SO-900574,SOL-1502558,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000574,SO-900574,SOL-1502559,ACA02A-ESE22,Buried cable design footage,Foot,1302,0.27,351.54
WO-35000575,SO-900575,SOL-1502560,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000575,SO-900575,SOL-1502561,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000575,SO-900575,SOL-1502562,ACA02A-ESE22,Buried cable design footage,Foot,586,0.27,158.22
WO-35000575,SO-900575,SOL-1502563,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000576,SO-900576,SOL-1502564,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000576,SO-900576,SOL-1502565,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000576,SO-900576,SOL-1502566,ACA00A-ESE22,Aerial cable design footage,Foot,354,0.36,127.44
WO-35000576,SO-900576,SOL-1502567,ACA02A-ESE22,Buried cable design footage,Foot,1063,0.27,287.01
WO-35000576,SO-900576,SOL-1502568,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000577,SO-900577,SOL-1502569,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000577,SO-900577,SOL-1502570,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000577,SO-900577,SOL-1502571,ACA02A-ESE22,Buried cable design footage,Foot,308,0.27,83.16
WO-35000578,SO-900578,SOL-1502572,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000578,SO-900578,SOL-1502573,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000578,SO-900578,SOL-1502574,ACA00A-ESE22,Aerial cable design footage,Foot,933,0.36,335.88
WO-35000578,SO-900578,SOL-1502575,ACA02A-ESE22,Buried cable design footage,Foot,781,0.27,210.87
WO-35000578,SO-900578,SOL-1502576,POL00A-ESE22,Pole loading analysis,Pole,6,22.5,135.0
WO-35000578,SO-900578,SOL-1502577,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000579,SO-900579,SOL-1502578,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000579,SO-900579,SOL-1502579,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000579,SO-900579,SOL-1502580,ACA00A-ESE22,Aerial cable design footage,Foot,412,0.36,148.32
WO-35000579,SO-900579,SOL-1502581,ACA02A-ESE22,Buried cable design footage,Foot,1125,0.27,303.75
WO-35000579,SO-900579,SOL-1502582,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000579,SO-900579,SOL-1502583,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000580,SO-900580,SOL-1502584,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000580,SO-900580,SOL-1502585,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000580,SO-900580,SOL-1502586,ACA00A-ESE22,Aerial cable design footage,Foot,624,0.36,224.64
WO-35000580,SO-900580,SOL-1502587,ACA02A-ESE22,Buried cable design footage,Foot,930,0.27,251.1
WO-35000581,SO-900581,SOL-1502588,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000581,SO-900581,SOL-1502589,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000581,SO-900581,SOL-1502590,ACA00A-ESE22,Aerial cable design footage,Foot,524,0.36,188.64
WO-35000581,SO-900581,SOL-1502591,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000582,SO-900582,SOL-1502592,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000582,SO-900582,SOL-1502593,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000582,SO-900582,SOL-1502594,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000583,SO-900583,SOL-1502595,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000583,SO-900583,SOL-1502596,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000583,SO-900583,SOL-1502597,ACA00A-ESE22,Aerial cable design footage,Foot,1435,0.36,516.6
